,日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元),ric
4,2023-03-31,0.1455,0.183,0.183,--,9.9087,9.8856,-0.0159,5.8972,2.7901,--,0.6643,20.8202,0.7219,6.5556,5.7815,78.35,4.4196,14.552,1.4686,0.6643,--,8.0917,-1.0533,363.9139,--,--,84822818.17,1.54,2.1,16207941.87,0.8302,-6.7708,--,--,1.1829,76.0842,151.0574,0.5958,--,0.1634,550.7956,0.2389,376.7267,0.4144,1.3441,0.9551,61.0785,976.9943,0.0545,45.2304,0.9876,--,121.0902,63.2014,2.1368,--,64.5814,118.6284,179.044,--,54.7696,2710642519.06,-0.0048,-0.0007,-0.1092,-0.0013,-0.1377,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001278
5,2022-12-31,1.5252,1.2112,1.2112,1.1163,10.1648,7.9333,2.9343,3.9925,4.5054,--,4.8752,20.4003,5.338,7.8607,6.8565,79.0136,5.9643,570.805,56.1553,18.2458,--,8.4673,0.9564,294.6882,--,--,379770940.19,15.27,16.8,103597100,30.4972,13.1604,21.508,20.9795,5.5424,64.9538,118.3782,3.0411,4.9491,0.895,402.2346,1.3657,263.6011,2.76,1.0069,0.6584,29.0961,1158.9879,2.4301,32.4917,1.0977,189.3531,207.7707,102.7197,3.268,56.2048,106.19,203.5688,144.111,17.1593,67.5083,2277484750.16,0.1148,0.0938,1.924,0.1389,14.4201,--,--,--,--,--,--,--,1137569.54,34004.42,223737.04,--,--,--,--,--,1175209.68,2680,1019368.95,001278
6,2022-09-30,1.0723,0.84,0.84,--,--,--,2.1167,--,--,--,--,19.5709,--,7.55,6.5265,79.8444,5.7807,107.2276,--,--,--,7.6035,1.8046,294.4559,--,--,264280556.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.4347,--,--,--,1057.4789,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.1141,--,1.974,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001278
7,2022-06-30,0.6729,1.0558,1.0558,0.8726,9.0375,7.0898,1.7004,3.7885,3.7224,--,2.4138,19.8041,2.5045,7.595,6.5576,79.5763,5.8914,452.1438,50.0297,16.2179,--,7.9841,2.0865,295.7022,--,--,164682561.22,7.45,15.49,40488100,26.088,-3.7817,17.107,22.1953,2.6714,67.3804,122.7496,1.4664,2.2815,0.4251,423.4298,0.6465,278.4223,1.3127,1.0247,0.679,34.2652,988.6697,1.1606,32.4166,1.8476,179.0502,208.484,99.4547,5.3923,56.7389,105.1234,204.1492,143.7429,18.1047,67.5834,2029612582.32,0.1489,0.061,2.5268,0.0902,9.4811,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001278
8,2022-03-31,0.2653,0.2081,0.2081,--,--,--,1.0553,--,--,--,--,21.0448,--,8.2108,7.125,78.3013,4.7799,26.5294,--,--,--,8.1498,0.3782,294.2499,--,--,85031894.51,--,3.12,16649033.77,--,--,--,--,--,--,--,--,--,--,--,--,--,1.3269,--,--,--,1107.4383,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.1901,--,3.978,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001278
0,2024-03-31,0.0308,0.03,0.03,--,15.5448,15.5228,0.8802,12.2694,2.0534,--,0.1109,12.7768,0.1124,0.4145,0.3638,86.6493,0.8418,3.0799,0.1981,0.1109,--,6.712,43.9852,3281.3246,--,--,98444600.81,0.19,0.19,2784799.03,-6.3822,-88.3423,103.352,18.4203,0.9123,98.6518,83.8145,1.0738,--,0.1335,674.1573,0.3407,264.162,0.2356,1.2409,0.879,25.001,151.5333,1.2002,55.9783,8.8954,--,78.6407,95.3053,13.7119,--,110.4501,70.8413,245.2066,--,44.0217,5848211575.08,0.2406,0.0317,28.5793,0.072,10.3045,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301307
1,2023-12-31,0.645,0.7,0.7,0.59,15.514,15.4936,3.0068,12.2694,2.0241,--,2.3842,15.1102,2.5581,4.7281,4.477,84.4562,4.2594,612.725,39.4951,22.6486,--,6.2233,-10.8251,350.7551,--,--,481886765.88,4.16,5.09,113552066.25,0.6026,-39.4399,110.2143,15.7366,3.7034,97.208,79.1574,4.5479,--,0.6006,599.4006,139.2322,2.5856,1.3229,1.1687,0.8665,21.8877,758.2439,0.7095,57.3455,4.117,128.7445,74.3816,97.291,6.6984,68.7308,104.2758,67.1666,252.2095,44.5421,42.6545,5697467578.01,0.1986,0.1111,4.6617,0.2606,32.3091,--,--,--,--,--,--,864573346.72,3269078.26,1819018.52,1377091.01,--,123830.45,52800.01,--,--,3048650.24,26600,4182549.51,301307
2,2023-09-30,0.6647,0.75,0.75,--,15.5337,15.5147,1.792,12.2694,2.1106,--,2.5412,17.4169,2.6839,7.0443,6.1996,82.1893,5.9283,66.4718,4.2792,2.5412,--,6.0306,-1.8012,279.0189,--,--,411277826.81,4.29,5.62,113276867.42,4.7563,12.0132,--,--,2.989,90.3312,86.7832,3.1112,--,--,--,100.2854,2.6923,0.9787,1.3725,1.0089,46.9772,1191.3578,0.3995,59.3844,4.634,--,68.3943,89.4381,7.2385,--,96.4173,60.2476,271.2353,--,40.6156,5508841831.73,0.1598,0.0685,2.6959,0.1687,21.9974,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301307
3,2023-06-30,0.5735,0.69,0.69,0.57,15.4424,15.4231,1.1366,12.2694,2.019,--,2.0251,18.0641,2.2187,9.3961,8.1689,81.5618,7.4991,541.0785,35.0385,19.1079,--,5.1568,-1.9369,220.743,--,--,290912699.78,3.73,5.67,99495783.2,12.9906,50.8164,130.6476,51.1309,1.8996,94.7568,78.9716,2.2793,--,0.2959,608.3136,54.1723,3.3227,0.6701,1.4133,1.1394,68.5736,3369.5596,0.3941,54.534,5.7452,163.5493,83.3718,83.1966,9.5309,66.1237,91.9613,75.212,238.0923,33.3441,45.466,5963570710.32,0.1486,0.0401,1.982,0.0883,11.3797,--,--,--,--,--,--,848290234.3,6619436.61,3054855.83,633150.88,--,79960.78,41949.91,--,--,693404,41600,4010564.51,301307
4,2023-03-31,0.353,0.35,0.35,0.32,10.215,10.19,1.1316,6.7244,2.2831,--,1.1266,18.2516,1.1284,8.3261,7.2841,81.4421,6.7603,35.3036,3.4561,1.1266,--,5.6707,-2.1741,250.7582,--,--,150214332.9,3.47,3.53,50645000,26.6105,50.2738,17.7704,37.9729,0.9893,90.9734,77.187,1.166,--,--,--,38.4071,2.3433,0.5202,0.9264,0.6779,24.6775,571.0941,-4.1764,32.5985,14.3989,--,206.7629,120.451,30.6377,--,173.6549,187.8547,159.1716,--,67.4015,4938520270.47,0.2167,0.0361,3.2053,0.0536,7.7098,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301307
5,2022-12-31,1.4232,--,--,--,9.862,--,3.6875,--,--,--,4.5564,17.2754,5.395,7.738,--,82.7246,7.0757,142.3236,14.4316,4.5564,--,0,0,269.8772,--,--,547638600,14.45,--,171151000,38.4489,125.2437,16.8656,45.1121,--,--,--,--,--,--,--,--,--,2.1982,--,--,--,--,--,31.5724,--,--,216.7321,--,--,--,316.7321,0,--,--,68.4276,4922788100,0.1833,0.1181,2.591,0.1725,--,--,--,--,--,--,--,--,4593016.71,2575037.96,488680.23,--,65582.1,--,--,--,513960,10648539.89,3782013.51,301307
6,2022-09-30,0.793,0.79,0.79,--,--,--,2.6923,--,--,--,--,15.8875,--,6.5032,5.7735,83.6567,5.5442,79.2994,--,--,--,5.1983,-2.4756,273.5446,--,--,358130382.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.3899,--,--,--,925.7852,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.1882,--,3.3951,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301307
7,2022-06-30,0.5081,0.51,0.51,0.45,8.9468,8.92,1.7686,6.7244,1.1268,--,2.0293,16.3128,2.1824,6.6816,5.9011,83.1618,5.6183,586.2357,65.5245,23.414,--,5.2323,-2.686,274.567,--,--,232505386.33,5.67,5.84,71108269.62,41.0848,43.092,9.5142,32.7362,1.7213,104.5721,78.6748,2.2879,--,0.3885,463.3205,75.2067,2.3934,1.0404,0.9287,0.6748,18.6349,723.1156,-1.8253,35.7332,6.73,97.029,179.8519,122.3928,15.8491,63.2642,145.4444,163.5599,165.615,36.8273,64.2668,3945963593.04,0.1956,0.0706,3.4809,0.1099,13.6592,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301307
8,2022-03-31,0.2349,--,--,--,8.6736,--,0.882,--,--,--,1.0344,18.3414,1.0621,6.8033,--,81.6586,5.6958,23.4928,2.7085,1.0344,--,5.6228,0,308.8823,--,--,119226700,2.69,--,34047700,--,--,--,--,--,--,86.3889,1.0418,--,--,--,--,--,0.4821,--,--,--,410.7342,--,38.1904,--,--,161.8456,--,--,--,261.8456,0,--,--,61.8096,3579340900,0.2138,0.0388,3.7543,0.0628,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301307
0,2024-03-31,-0.0879,-0.09,-0.09,--,3.3988,3.3988,-0.5794,1.4382,0.7838,--,-1.3772,22.7343,-1.404,-16.6173,-18.206,76.744,-17.9738,-8.7917,-2.5867,-1.3772,--,32.2947,0,-124.873,--,--,8504648.93,-2.59,-2.55,-6985051.62,-22.2181,-215.4823,--,--,0.4113,218.8184,318.6969,0.2824,--,0.0781,1152.3688,0.0922,976.1388,0.1421,2.344,1.6848,63.6303,-1352.6629,0.1627,53.243,7.9473,--,87.8181,24.2217,12.9878,--,27.8372,83.177,219.3975,--,46.757,488215742.2,-1.1846,-0.0908,--,-0.1941,-24.9789,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,871478
1,2023-12-31,0.3224,0.36,0.36,0.06,3.4868,3.49,0.1034,1.4382,0.8717,--,5.2514,28.8052,6.2771,13.2925,12.44,70.7252,11.3883,105.388,30.2252,17.1641,--,21.4171,-1.6791,233.9899,--,--,62373095.64,9.25,11.5,4207616.33,-21.0912,-32.6238,101.8649,48.5428,2.5591,140.6745,167.162,2.1536,--,0.5512,653.1205,0.6739,534.2039,1.086,2.6076,2.0381,105.3291,1073.3766,0.1595,56.7876,8.284,499.6103,76.0947,24.2513,12.7305,48.8265,27.7889,71.463,239.0366,11.3664,43.2124,469582248.9,0.0365,0.0168,0.3208,0.039,5.2163,--,--,--,--,--,--,--,28039434.47,6928202.26,1455300,--,89581.02,17230.08,--,--,35000,--,7080,871478
2,2023-09-30,0.1514,0.18,0.18,--,3.3159,3.3159,-0.1057,1.4382,0.734,--,2.6081,30.7901,3.047,8.5394,7.9594,68.651,7.9098,15.1438,4.5671,2.6081,--,22.0181,-2.1699,395.234,--,--,45084013.54,4.57,5.95,3358110.75,-24.0783,-47.4562,115.7469,37.9167,1.7727,152.31,160.1423,1.686,--,--,--,0.4734,570.3422,0.7593,2.7627,2.2912,109.9748,601.7195,0.1817,57.1058,9.6978,--,75.1136,24.4989,14.5168,--,28.6594,69.993,242.7868,--,42.8942,444079155.19,-0.0552,-0.0182,-0.698,-0.0424,-6.0136,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,871478
3,2023-06-30,0.2225,0.28,0.28,0.15,3.3869,3.39,0.0387,1.4382,0.805,--,3.9034,34.008,4.525,20.2167,17.0727,65.3897,16.2325,91.5919,27.0429,16.0703,--,18.1961,-0.3092,199.8115,--,--,35646181.4,6.57,9.97,8951706.36,-25.8913,-2.6306,129.2793,42.0868,1.3597,132.3821,156.0468,1.1535,--,0.2788,645.6241,0.3404,528.7897,0.536,2.9466,2.4433,131.9398,1415.0808,0.1644,59.4253,9.1903,568.4364,68.2785,22.4427,13.3939,46.2142,25.9135,63.7805,255.7879,10.4542,40.5747,435887579.26,0.0282,0.0068,0.174,0.0167,2.3655,--,--,--,--,--,--,--,17952243.08,4732339.26,2451222.22,--,127796.14,13207.08,--,--,15000,--,11086.72,871478
4,2023-03-31,0.1089,0.11,0.11,--,--,--,0.2049,--,--,--,--,36.0032,--,16.7793,14.094,63.1914,12.1061,10.8872,--,--,--,19.9591,-0.0483,255.5733,--,--,17315550.95,--,4.37,3613466.78,--,--,--,--,--,--,--,--,--,--,--,--,--,0.7282,--,--,--,848.4271,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.2279,--,1.8823,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,871478
5,2022-12-31,0.6844,0.83,0.83,0.6,2.4701,2.4701,0.3911,0.4009,0.8607,--,11.5776,27.9268,10.6336,15.0668,13.2369,71.6556,13.3376,68.4378,27.7061,11.5776,--,15.6757,0.1168,211.2316,--,--,76634104.47,27.71,31.88,--,31.1368,21.3643,31.5734,-15.0781,5.0861,70.7811,162.3669,2.2172,--,--,--,0.9871,364.7047,2.3605,1.4409,1.1153,23.8717,1158.5587,--,41.7873,--,--,139.3071,--,--,--,52.2121,129.8443,--,--,58.2127,316125908.71,0.0762,0.0662,0.5714,0.1137,12.1936,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,871478
6,2022-09-30,0.4122,0.43,0.43,--,2.1979,2.1979,0.1247,0.4009,0.6545,--,6.8456,28.3859,6.35,14.2026,12.3568,71.2155,11.4291,41.2166,18.7525,6.8456,--,15.2629,0.2168,230.0539,--,--,54745355.82,18.75,20.69,17035530.71,18.3247,39.8907,3.022,0.2331,6.995,38.599,198.7486,1.3585,--,--,--,0.6885,392.1569,1.7698,1.3168,0.8941,18.0184,978.0162,--,36.505,--,--,173.9349,--,--,--,60.0893,162.3998,--,--,63.495,321990761.56,0.0346,0.0207,0.3025,0.0326,3.4935,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,871478
7,2022-06-30,0.3267,0.35,0.35,0.28,2.1125,2.11,0.0247,0.4009,0.5691,--,5.6961,28.2658,5.1468,15.8821,13.5934,71.3711,12.3547,32.6746,15.4673,5.6961,--,13.8595,0.4542,207.9268,--,--,39978244.5,15.47,16.76,13979285.92,38.1384,19.8081,0.0456,-1.1464,6.0111,29.9446,176.7478,1.0184,--,--,--,0.5191,346.754,1.3257,1.2979,0.8761,17.6476,1096.9542,--,36.8265,--,--,171.5438,--,--,--,62.5755,161.0018,--,--,63.1735,306775626.11,0.0093,0.0043,0.0755,0.0068,0.7252,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,871478
0,2024-03-31,0.3052,0.3147,0.3147,--,12.1436,12.0504,-0.4782,7.0095,3.5651,--,1.6728,25.5283,1.6847,18.0408,14.6278,74.1375,12.8826,30.5235,2.5135,1.6728,--,6.2961,0.619,175.1975,--,--,77953994.03,2.61,2.65,36460976.95,41.9578,44.6317,160.8502,119.0162,0.6246,144.0922,79.7236,1.1289,--,0.1308,688.0734,0.165,545.4545,0.1977,2.5437,2.2601,56.6471,-3032.9285,0.022,66.5519,1.0631,--,50.2586,30.3121,1.5723,--,30.7963,48.562,297.0849,--,33.4481,2351652997.37,-0.2018,-0.0262,-1.5667,-0.0784,-8.3852,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001380
1,2023-12-31,1.2994,1.42,1.42,1.34,11.8307,11.7295,0.3375,7.0095,3.2504,--,7.2234,26.8744,9.7864,19.0208,14.9196,72.6194,13.4726,297.8303,25.1743,16.556,--,5.8521,0.9111,178.8982,--,--,334061013.38,10.85,14.73,155282742.73,40.3248,50.1568,166.5712,109.9962,2.4808,145.1145,76.8328,4.6855,--,0.7264,495.5947,67.8358,5.3069,1.1857,2.4576,2.1992,69.9705,-5771.2111,0.023,65.7658,1.0794,460.0752,52.0548,31.3605,1.6148,60.5004,31.8753,50.5428,288.9477,14.2946,34.2342,2318450868.98,0.035,0.0188,0.2597,0.0548,5.834,--,--,--,--,--,--,--,3334084.65,338907.13,--,--,12358.98,--,--,--,457533.38,3500,--,001380
2,2023-09-30,0.8602,0.9884,0.9884,--,11.6565,11.5743,-0.4966,7.0095,3.2189,--,5.3413,26.9085,6.9734,18.4997,14.6742,72.6207,13.1026,86.022,7.3797,5.3413,--,6.1489,-0.7115,183.5595,--,--,227680383.86,7.35,11.18,99135981.85,39.6799,--,--,--,1.8433,146.4764,69.9718,3.8587,--,--,--,48.9124,5.5201,0.8158,3.1191,2.832,91.092,-5595.6424,--,72.3774,--,--,38.1647,--,--,--,23.0146,36.9176,--,--,27.6226,2075633467.94,-0.0756,-0.0308,-0.5773,-0.1116,-11.5403,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001380
3,2023-06-30,0.5004,0.6284,0.6284,0.5914,11.2775,11.2016,-0.4293,7.0095,2.8652,--,3.423,28.1105,4.3164,18.4051,14.4884,71.3422,12.8396,206.3307,18.2958,14.1156,--,6.6921,-0.6711,194.3607,--,--,141181662.84,4.44,8.77,60339124.3,33.5557,54.1895,189.6171,113.3431,1.3486,133.4717,71.4569,2.519,--,0.3362,535.3956,31.5022,5.7139,0.4959,3.865,3.5202,168.5122,-7733.1742,--,77.1519,--,620.3521,29.6144,--,--,53.7707,19.9232,28.3804,--,12.4368,22.8481,1883870597.05,-0.1102,-0.0294,-0.8581,-0.1286,-13.4146,--,--,--,--,--,--,--,1239557.59,49895.01,1664124.82,--,34281.06,--,--,--,5500,--,1000,001380
4,2023-03-31,--,--,0.28,0.27,--,6.11,--,--,--,--,2.5331,28.0086,2.4979,17.8542,14.0581,71.3027,12.6444,--,4.5333,2.5331,--,6.8074,0.755,199.0817,--,--,60248993.63,4.59,4.63,26198400,19.9459,97.0749,--,--,0.5536,162.5723,86.6802,1.0383,--,--,--,26.723,3.3679,0.3671,1.9086,1.5584,12.6588,1702.0704,0.0861,55.8786,3.0734,--,78.9593,42.4617,5.2134,--,44.7972,75.793,228.9145,--,44.1214,1073734614.76,-0.1608,-0.0322,-1.2721,-0.073,-8.2037,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001380
5,2022-12-31,--,--,--,--,--,--,--,--,--,--,10.102,100,11.2605,--,13.569,--,12.5904,--,19.4988,10.102,--,0,0,730.9193,--,--,885834000,19.99,--,101003200,23.4136,76.1343,19.3227,25.9077,--,--,--,--,--,--,--,--,--,1.6851,--,--,--,--,--,51.8081,--,--,--,--,--,--,193.0198,0,--,--,--,1104044100,0.0613,0.0492,0.4869,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001380
6,2022-09-30,--,--,--,--,--,--,--,--,--,--,--,100,--,--,--,--,--,--,--,--,--,0,--,--,--,--,605762900,--,--,61039700,--,--,--,--,--,--,--,--,--,--,--,--,--,2.5274,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0011,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001380
7,2022-06-30,--,0.44,0.44,0.44,--,5.1,--,--,--,--,4.7362,21.6622,4.7528,15.0893,12.5703,77.6645,11.1214,--,8.3336,4.7362,--,4.874,-0.6323,172.524,--,--,81461134.88,8.65,8.74,37701400,--,--,--,--,1.2787,140.768,70.1071,2.5675,--,--,--,0.6027,298.656,0.7665,1.7269,1.41,24.4978,-970.6856,--,56.8331,--,--,75.9539,--,--,--,51.1363,72.2779,--,--,43.1669,883023968.47,0.0907,0.0386,0.8153,0.0894,9.3999,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001380
8,2022-03-31,--,--,0.15,0.14,--,--,--,--,--,--,--,20.9555,--,9.781,8.419,78.4026,7.6958,--,--,--,--,7.0766,0.1129,248.7734,--,--,37581104.34,--,2.92,13599800,--,--,--,--,--,--,--,--,--,--,--,--,--,0.7482,--,--,--,3749.5499,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.0872,--,-1.1332,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001380
0,2024-03-31,0.2579,0.26,0.26,--,13.0092,13.0092,0.2632,7.7353,3.963,--,1.5264,21.0306,1.5547,11.1981,9.4104,78.2699,8.5466,25.7931,1.9827,1.5264,--,4.213,4.3937,225.7742,--,--,71948064.14,1.98,2,26951046.34,40.5489,53.0333,122.5191,51.2203,0.9176,98.082,96.3597,0.934,--,0.1819,494.7774,0.3513,256.1913,0.2344,2.6259,1.7983,14.2246,3534.2887,--,76.9888,--,--,29.889,--,--,--,64.8076,24.7847,--,--,23.0112,1915502578.02,0.0872,0.0156,1.0205,0.0677,8.1636,--,--,--,3992807.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001282
1,2023-12-31,1.1065,1.24,1.24,1.1,12.7394,12.7394,0.9419,7.7332,3.705,--,6.7955,20.6163,7.9565,13.1205,10.2735,78.7352,10.151,337.5592,26.4974,20.7312,--,4.3068,8.9355,187.7515,--,--,254744983.97,8.69,11.41,111886312.97,17.7051,32.2552,124.4561,41.2131,3.3104,108.7482,100.2311,3.5917,--,0.7838,459.3008,1.4764,243.8364,1.1838,2.978,2.1613,47.463,-8262.2126,--,78.2388,--,285.5399,27.8138,--,--,66.2867,59.4208,22.9658,--,27.4003,21.7612,1845800902.09,0.0864,0.0578,0.8512,0.2658,32.1937,--,--,--,4000000,--,--,--,8895949.92,262115.2,4312700.99,--,528844.58,170598.78,--,--,1479000,2659640,681138.52,001282
2,2023-09-30,0.7431,0.8631,0.8631,--,12.3542,12.3542,0.5728,7.7311,3.4183,--,4.5538,21.1727,5.3366,12.6268,9.3908,78.161,9.7402,74.3074,6.0148,4.5538,--,4.4523,11.7124,201.3455,--,--,183104005.44,6.01,8.56,68401442.97,17.0788,50.1214,--,--,2.5797,104.6633,105.4729,2.5599,--,--,--,1.0254,263.3119,0.8463,2.8069,2.0662,17.3006,-41504.0305,--,75.7111,--,--,32.0811,--,--,--,60.6268,25.4569,--,--,24.2889,1849752717.63,0.0751,0.0351,0.7708,0.1445,18.2116,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001282
3,2023-06-30,0.4114,0.52,0.52,0.47,12.0204,12.0204,0.4894,7.7289,3.0867,--,2.573,20.6374,2.9898,10.8319,8.9236,78.6292,8.5971,244.1305,20.3098,15.2686,--,4.5491,0.6138,227.0543,--,--,111949679.93,3.42,5.99,41826518.49,14.8459,62.5223,136.2531,55.1338,1.8689,96.3133,110.7147,1.6258,--,0.3478,517.5388,0.6217,289.5287,0.5408,2.955,2.2228,66.1617,-8747.2747,--,75.1789,--,308.0128,33.0161,--,--,65.783,55.3093,26.297,--,24.4077,24.8211,1812514367.92,0.1023,0.0306,1.1895,0.1233,15.4815,--,--,--,--,--,--,--,810467.46,2091985.42,2940748.26,--,710525.41,203037.07,--,--,2994840,1561300,557938.52,001282
4,2023-03-31,--,--,0.22,0.19,--,7.8,--,--,--,--,1.5084,20.2671,1.4847,9.4431,8.0386,78.6639,7.8494,--,2.8829,1.5084,--,5.026,-4.0944,253.2157,--,--,49332286.99,2.88,2.93,16334400,-5.9932,11.4008,--,--,1.0089,89.2061,125.7334,0.7158,--,--,--,0.3706,242.8494,0.3727,1.4,0.8031,10.2167,1185.9845,0.3232,52.3203,4.5741,--,91.1304,88.7031,8.0396,--,96.458,76.3676,241.8333,--,47.6797,1266696668.31,0.2742,0.0527,3.4931,0.1105,14.8913,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001282
5,2022-12-31,--,--,--,--,--,--,--,--,--,--,7.2557,100,7.8274,--,--,--,9.0343,--,14.7406,7.2557,--,0,--,--,--,--,1049782700,--,--,83918100,12.9698,23.751,17.4954,17.1044,--,--,--,--,--,--,--,1.7267,208.4902,1.7629,1.3584,1.3584,0,--,--,49.2228,--,--,103.158,--,--,--,96.5118,78.5085,--,--,50.7772,1307102900,0.0991,0.0796,1.0971,0.1568,20.5982,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001282
6,2022-09-30,--,0.6603,0.6603,--,--,--,--,--,--,--,--,19.2897,--,9.0461,7.1897,79.9365,7.5964,--,--,--,--,5.4251,2.9641,247.5604,--,--,142485211.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.6979,--,--,--,791.4528,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.1054,--,1.3881,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001282
7,2022-06-30,--,--,0.34,0.31,--,6.79,--,--,--,--,2.456,19.5424,2.5121,6.889,5.9117,79.5875,6.0751,--,4.9752,2.456,--,6.314,-4.6563,326.9218,--,--,92305763.59,4.98,5.1,26013300,--,--,--,--,2.257,79.7519,117.1265,1.5368,--,--,--,0.8519,211.2924,0.8402,1.3067,0.7406,7.8679,532.1322,0.4335,49.3656,5.0432,--,102.5701,92.7002,9.2691,--,102.1705,87.0492,224.0569,--,50.6344,1168355313.6,0.0905,0.0366,1.4901,0.0723,9.6485,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001282
8,2022-03-31,--,--,0.2,0.17,--,--,--,--,--,--,--,20.9204,--,8.8378,7.4578,78.6704,6.6238,--,--,--,--,5.1177,-6.2246,281.1421,--,--,54168945.63,--,3.08,14535400,--,--,--,--,--,--,--,--,--,--,--,--,--,0.9457,--,--,--,681.9592,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0452,--,0.6831,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,001282
