,日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元),ric
2,2023-09-30,1.0518,1.12,1.18,--,13.6076,13.3374,0.268,5.102,6.8327,--,5.6515,10.8372,5.8823,7.4633,6.7156,88.5523,5.9747,105.1784,7.7294,5.6515,--,0.93,0.566,161.1745,--,--,2108476688.39,7.87,8.99,930669932.58,-11.6434,-14.7947,22.3842,4.7285,15.7844,17.1055,65.3389,4.1323,--,0.9845,274.2509,1.6063,168.0882,1.406,2.7891,1.7903,73.9838,-2810.865,--,73.1177,--,--,36.7659,--,--,--,53.7337,29.7698,--,--,26.8823,20568280445.6,0.0152,0.0144,0.2548,0.0536,6.6162,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,601677
3,2023-06-30,0.8282,0.75,0.83,0.66,13.539,13.2185,1.0971,4.2954,7.4173,--,3.9997,11.1475,4.1152,8.0513,7.2126,88.2222,6.3548,429.2739,31.7066,20.731,--,0.8002,-0.7333,154.4367,0.0034,--,1408983749.72,6.26,6.38,639775021.96,-18.3438,-29.1425,8.7726,0.319,11.942,15.0729,65.1018,2.7649,2.5017,0.6476,277.9494,1.0401,173.0603,0.981,2.2416,1.4925,51.3857,-2111.3444,--,65.3841,--,258.1505,52.9425,--,--,60.2196,57.2349,42.6954,--,25.3279,34.6159,20081865750.54,0.0842,0.053,1.3246,0.1531,18.9788,--,--,--,--,--,--,--,12709033.49,6211946.3,21849912.55,--,1511723.91,31602.74,--,--,2350822.89,1497304.2,2423980.12,601677
4,2023-03-31,0.3653,0.33,0.36,--,13.2322,12.9305,-0.587,4.3173,7.1203,--,1.9237,11.9744,1.8961,7.5589,6.7839,87.539,5.8148,36.534,2.761,1.9237,--,1.7186,-1.9187,176.5164,--,--,729635979.25,2.82,2.86,276599059.9,-18.6404,-43.0305,9.2056,-9.5238,5.2632,17.0999,68.7023,1.31,--,0.3261,275.989,0.5325,169.0141,0.4785,2.6409,1.6277,44.3394,1733.4377,--,69.6736,--,--,43.5264,--,--,--,56.6656,32.8904,--,--,30.3264,18418480169.2,-0.0934,-0.0309,-1.6067,-0.1019,-13.4877,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,601677
5,2022-12-31,1.6935,1.5,1.66,1.3,13.0306,12.5817,-0.8831,4.3173,6.7556,--,8.6648,9.2532,8.6707,7.6781,7.034,90.2431,5.9118,482.7908,37.0506,24.7021,--,0.6653,2.2408,131.8357,--,--,2570643581.67,13.1,13.99,1254261111.14,12.8735,-13.1218,14.174,0.1355,28.5412,12.6133,54.5,6.6055,6.383,1.4667,245.449,2.267,158.8002,2.3438,2.3619,1.5838,43.3712,-1370.1253,--,66.6713,--,251.8216,49.9896,--,--,62.2767,57.111,39.3231,--,26.4756,33.3287,18954516567.73,-0.0308,-0.0452,-0.5215,-0.1356,-17.2343,--,--,--,--,--,--,--,11309661.31,5365575.27,21865364.6,--,1092106.26,--,--,--,1474181.56,1901243.2,2743426.93,601677
6,2022-09-30,1.4125,1.36,1.37,--,12.7232,12.2713,0.7513,4.3022,6.5345,--,6.9465,10.005,7.0745,8.4214,7.6257,89.5836,6.1957,141.2535,11.1021,6.9465,--,0.342,1.0361,131.5135,--,--,2203078115.25,11.13,11.59,1074312962.14,29.1514,-4.3605,15.8138,18.5544,16.9611,15.9188,49.5704,5.4468,--,1.1418,236.4687,1.7183,157.132,1.8855,2.1388,1.5535,75.0316,-939.1899,--,62.5693,--,--,59.8227,--,--,--,55.1827,48.9243,--,--,37.4307,19639626278.3,0.033,0.0369,0.5319,0.0987,12.0694,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,601677
7,2022-06-30,1.1737,1.13,1.13,0.97,12.4985,12.0487,0.7756,4.3022,6.2977,--,5.6627,11.5612,5.8211,10.3586,9.224,87.9895,7.3233,408.2219,32.6616,19.6958,--,0.4496,1.869,125.5618,--,--,1789549937.77,9.37,9.66,933274948.57,43.8729,31.6314,21.2655,34.1375,12.0178,14.9778,50.5618,3.56,3.901,0.7949,226.4436,1.1866,151.6939,1.3379,2.0139,1.42,65.8326,-1525.0851,--,60.3025,--,284.0656,65.8306,--,--,60.2028,55.511,54.7785,--,21.2284,39.6975,20018016859.32,0.0484,0.0374,0.6608,0.0943,11.3283,--,--,--,--,--,--,--,6344171.61,261355.65,21875515.66,--,4273108.28,249579.16,--,--,5314833.51,301857.23,34119261,601677
8,2022-03-31,0.9027,0.86,0.87,--,17.0566,16.4428,0.2927,6.4138,8.3839,--,3.0551,12.8284,3.1662,11.3505,10.0578,86.7322,8.3043,90.2738,5.2926,3.0551,--,1.4269,1.6636,127.5647,--,--,960766028.32,5.22,5.39,485124650.41,53.2512,85.4826,23.7269,52.1592,5.0941,17.6675,57.0885,1.5765,--,0.3813,236.0346,0.563,159.8579,0.6564,1.9033,1.2819,35.7814,4269.9333,--,57.7241,--,--,73.2378,--,--,--,55.5099,61.8544,--,--,42.2759,20357270261.26,0.0269,0.0099,0.3242,0.0234,2.7742,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,601677
0,2024-03-31,0.166,0.1148,0.1148,--,7.3574,5.5635,-0.6348,2.2746,2.109,--,0.7826,9.6728,0.8061,4.3785,4.062,90.0059,3.4582,16.5981,2.256,0.7826,--,3.202,15.035,236.2,--,2.8707,323121751.22,2.06,2.08,76394265.04,-21.1624,27.5264,2.7426,11.0935,1.3048,68.9761,44.8945,2.0047,--,0.2331,386.1004,0.3058,294.31,0.6477,1.2667,1.121,65.5029,-772.2414,0.1299,34.6923,2.0999,--,188.2486,63.041,5.7074,--,66.8567,180.8319,157.2315,--,65.3077,14760428222.38,-0.1323,-0.0299,-3.8244,-0.0458,-4.9363,--,--,--,184250928.18,636241190.79,--,--,--,--,--,--,--,--,--,--,--,--,--,000404
1,2023-12-31,0.7634,0.5203,0.5203,0.4442,7.4624,5.4942,1.2419,2.2746,2.0473,--,3.8217,12.8512,4.0136,4.9124,4.4349,86.7818,4.1222,316.9315,42.4704,15.8664,--,4.4274,7.4601,285.6717,--,4.4259,1656398711.09,9.47,9.77,309175143.43,-1.5767,27.2638,6.3206,10.5711,6.5912,54.6183,51.3515,7.0105,8.5016,0.9736,369.7617,1.3263,271.4318,2.5576,1.3114,1.0999,64.9554,-1274.3771,0.1242,37.3587,2.2292,353.7889,167.6755,61.6227,5.6309,46.715,65.2997,160.2856,164.5506,10.5596,62.6413,13902538933.55,0.0671,0.0622,1.6268,0.0993,10.7843,--,--,--,184150928.18,605700829.32,--,1771372504.24,33765721.92,3738927.24,27935.87,--,--,--,--,9195222.47,1863744.79,820407.4,5410549.99,000404
2,2023-09-30,0.5813,0.3952,0.3952,--,7.2833,5.3714,0.7114,2.2746,1.9552,--,3.0277,11.2172,3.1198,4.642,4.2069,88.5623,3.7718,58.1277,7.981,3.0277,--,3.0957,6.2787,263.0052,0.1295,2.6396,1203182301.02,7.36,7.5,280103501.11,8.1983,78.1557,7.9353,5.3392,4.7072,57.3589,36.4279,7.4119,--,0.8271,326.4418,1.1361,237.6551,2.1551,1.3086,1.1683,67.9894,-863.6594,0.132,37.937,2.32,--,163.5949,63.2923,5.763,--,67.1629,156.2205,165.3922,--,62.063,13361991480.07,0.0462,0.0371,1.2239,0.0597,6.5076,--,--,--,183807095.43,345939230.22,--,--,--,--,--,--,--,--,--,--,--,--,--,000404
3,2023-06-30,0.3468,0.2368,0.2368,0.2523,7.1837,5.2138,0.8299,2.2746,1.7968,--,1.828,9.7451,1.8727,3.8496,3.5235,90.0296,3.1197,278.109,38.7137,14.6601,--,2.3874,9.0123,273.248,--,2.5318,753942415.91,4.54,4.54,175577365.36,7.6629,90.4325,7.7139,1.7559,3.3505,53.7233,32.8216,5.4842,4.9851,0.6003,299.8501,0.8183,219.9682,1.5654,1.3125,1.1752,70.207,-287.9239,0.1262,37.868,2.2721,324.709,164.0755,60.7463,5.6605,47.6118,64.3912,158.1402,163.5937,11.6621,62.132,13203370641.75,0.0747,0.0437,2.3933,0.0704,7.5938,--,--,--,182526608.58,282588424.66,--,2413492673.75,8722923.64,1147796.39,3312196.87,--,130985.26,294097.88,--,8687510.74,1472003.85,3737486.06,8973727.94,000404
4,2023-03-31,0.1302,0.0904,0.0904,--,7.161,5.2658,-0.5841,2.2746,1.8505,--,0.6818,8.6571,0.7006,2.5374,2.3541,91.133,2.1379,13.0154,1.8175,0.6818,--,3.1463,6.1613,361.0787,--,0.8806,366820155.26,1.72,1.73,56908869.72,13.5946,59.6431,6.5882,5.8876,1.7447,51.5848,30.4363,2.957,--,0.3277,274.6414,0.4631,194.3425,0.8587,1.2299,1.0834,51.3148,6243.6774,0.2255,37.5121,2.9729,--,166.5809,72.7463,7.3433,--,78.5117,160.8422,162.3134,--,62.4879,13286488820.26,-0.0959,-0.0306,-4.4879,-0.049,-5.3343,--,--,--,181245532.64,1010272042.47,--,--,--,--,--,--,--,--,--,--,--,--,--,000404
5,2022-12-31,0.5998,0.3775,0.3775,0.3198,7.0188,5.1634,1.274,2.2746,1.7599,--,3.3204,10.435,3.4353,3.7936,3.5117,89.2629,3.188,294.5656,41.9682,16.3056,--,3.1829,13.2854,296.5754,--,--,1366509147.92,7.31,7.48,222610450.12,-0.7847,44.116,5.7608,7.1675,8.7351,41.213,46.7041,7.7081,8.6168,1.0776,334.0757,1.459,246.7443,2.7558,1.2329,1.0263,60.5602,-455.3253,0.1008,38.8522,1.3521,312.3231,157.3858,72.1794,3.363,48.9274,74.6912,151.6597,165.9867,12.4397,61.1478,12573398459.37,0.0677,0.0705,2.1239,0.1153,12.2499,--,--,--,181185532.64,820272042.47,--,1621313817,5148769.56,209505.04,3206202.87,--,295602.53,624.1,--,14730626.23,1183845.34,3010942.12,12789112.15,000404
6,2022-09-30,0.3263,0.2081,0.2081,--,6.7478,4.9946,1.2658,2.2746,1.6065,--,1.7902,8.7071,1.86,2.7398,2.5506,91.0758,2.2907,32.6275,4.8353,1.7902,--,2.2158,21.8712,339.8648,--,--,863172336.6,4.17,4.19,140387526.78,-2.162,29.1796,2.4384,6.7523,6.2106,43.4741,39.5628,6.8246,--,0.812,332.5123,1.1012,245.1871,2.1284,1.1753,1.0302,56.5924,-241.9148,0.0597,37.0245,0.6307,--,170.0913,77.602,1.6749,--,78.9239,164.3561,160.7441,--,62.9755,12684723890.82,0.0889,0.0695,3.8794,0.1103,11.5326,--,--,--,180537716.53,903000000,--,--,--,--,--,--,--,--,--,--,--,--,--,000404
7,2022-06-30,0.1821,0.1146,0.1146,0.0973,6.6693,4.9,1.2222,2.2746,1.5129,--,0.9768,7.9006,1.0259,2.0825,1.9522,91.9135,1.7638,242.8169,36.4083,13.0245,--,2.4721,19.6252,401.1574,--,--,567740591.68,2.34,2.33,67734350.2,5.6266,34.673,4.5274,6.733,4.1445,43.4311,35.3412,5.0932,4.6935,0.5817,309.4379,0.7846,229.4163,1.5519,1.1584,1.0267,54.4445,-361.1327,0.063,35.7734,0.6165,292.5447,179.5377,78.0288,1.6943,50.3721,79.3736,174.5223,156.6926,12.2283,64.2266,12975533088.59,0.1184,0.0656,6.7117,0.1021,10.6055,--,--,--,179511733.73,903000000,--,2021058133.96,428861.1,255521.85,3846414.5,--,600707.71,--,--,12919412.9,6460191.1,7010656.33,2643117.5,000404
8,2022-03-31,0.0815,0.047,0.047,--,6.7184,4.9821,-0.4957,2.2746,1.5953,--,0.4522,6.9825,0.4674,1.8603,1.7581,92.8625,1.5212,8.1528,1.2135,0.4522,--,2.7304,18.8728,392.0155,--,--,260456000.65,0.94,0.95,21273484.55,9.2682,92.4677,5.1769,6.3576,1.8426,48.844,33.897,2.6551,--,0.3073,292.8734,0.3957,227.445,0.8026,1.3182,1.1745,57.188,-632.0922,0.0801,37.2655,1.5142,--,168.3447,55.8949,3.9047,--,58.1661,163.5013,160.4439,--,62.7345,12547728225.96,-0.0925,-0.0275,-6.0796,-0.0438,-4.6273,--,--,--,179005597.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000404
0,2024-03-31,0.0252,0.02,0.02,--,0.9817,0.9842,0.0178,0.7407,-0.7825,--,1.305,9.9658,1.3321,3.8316,3.5904,89.8809,3.0985,2.5169,2.5639,1.305,--,3.8427,0.1852,277.0567,--,--,108618004.57,2.49,2.52,28546477.71,38.1385,62.8581,3.0298,2.5187,3.8296,23.5011,18.7496,4.8001,--,0.4299,209.351,0.509,176.8173,0.8384,1.7328,1.573,19.9792,1683.9737,--,50.8999,--,--,96.4641,--,--,--,29.7987,96.1814,--,--,49.1001,2587805214.44,0.0219,0.0092,0.7081,0.0188,1.8875,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300292
1,2023-12-31,0.0193,0.02,0.02,0.02,0.9561,0.9593,-0.0666,0.7407,-0.807,--,1.0408,10.8733,1.0379,0.927,0.831,88.8887,0.7015,20.5965,21.542,11.1322,--,5.1698,12.9113,1243.8441,--,--,400478457.05,1.96,1.98,28551407.14,2.114,9.6061,2.0277,-0.5598,12.7428,28.2512,25.5316,14.1002,16.33,1.4795,243.3254,1.7554,205.0815,2.8998,1.7452,1.5732,31.1485,360.5265,--,51.6767,--,532.0017,93.5107,--,--,49.0463,30.8364,93.211,--,9.7136,48.3233,2482503998.09,-0.0242,-0.036,-3.4562,-0.0744,-7.468,--,--,--,--,--,--,--,12273484.98,24812534.02,34792716.72,--,80244.47,50.75,--,--,2560158.23,1398067.1,18411646.27,300292
2,2023-09-30,0.0441,0.04,0.04,--,0.9815,0.9842,-0.0009,0.7407,-0.7826,--,2.3877,11.348,2.3803,2.8604,2.6329,88.4063,2.2851,4.4149,4.4983,2.3877,--,4.5481,4.042,425.6715,--,--,294184158.82,4.39,4.49,61862400.85,-12.2755,173.9207,4.9154,-4.5849,7.8787,34.2696,27.833,9.7007,--,1.0417,259.1917,1.2359,218.4643,2.0141,1.7994,1.6149,24.2513,866.389,--,53.0799,--,--,88.3954,--,--,--,30.0033,88.0262,--,--,46.9201,2480956788.42,-0.0005,-0.0005,-0.0199,-0.001,-0.1014,--,--,--,888567.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300292
3,2023-06-30,0.0235,0.02,0.02,0.03,0.9607,0.9635,0.0001,0.7407,-0.8031,--,1.2576,11.7348,1.2616,2.4943,2.3038,88.0202,1.9236,19.7831,20.5922,10.5647,--,4.7264,4.7824,505.9111,--,--,192760326.54,2.36,2.39,35711848.21,-13.1133,39.6206,2.5824,-5.9552,4.9671,36.2384,30.7314,5.8572,7.8658,0.6559,274.4321,0.7771,231.6304,1.2902,1.7396,1.5466,32.9243,776.927,--,51.3045,--,620.5576,94.9149,--,--,47.0421,30.5826,94.4634,--,8.2675,48.6955,2512535954.47,0.0001,0.0001,0.0064,0.0002,0.0165,--,--,--,888449.03,--,--,--,43861121.92,3323729.59,34624530.61,--,658666.55,240624.31,--,--,2858396.09,685201.31,18787210.9,300292
4,2023-03-31,0.0155,0.02,0.02,--,0.9528,0.9562,0.005,0.7407,-0.8106,--,0.8215,11.8853,0.826,3.3177,3.0818,87.8636,2.6282,1.5455,1.622,0.8215,--,5.1665,6.8276,384.0401,--,--,93774711.87,1.59,1.6,21301798.96,-18.0184,--,4.5328,-5.1692,2.4107,37.3336,32.0661,2.8067,--,0.3143,286.3506,0.3715,242.2611,0.6223,1.7274,1.5374,47.2695,501.4151,--,50.6474,--,--,97.4437,--,--,--,30.1431,96.852,--,--,49.3526,2524228095.72,0.0085,0.0027,0.3234,0.0054,0.5415,--,--,--,888291.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300292
5,2022-12-31,0.0176,0.02,0.02,0.04,0.9371,0.9408,0.0162,0.7407,-0.8258,--,0.9443,11.0449,0.9187,0.6968,0.6146,88.7719,0.6536,18.4784,19.7185,9.9315,--,5.7014,26.1352,1674.4772,--,--,398375153.03,1.6,1.62,56148738.03,-14.7689,-57.0112,1.3336,-5.2628,12.6294,28.5049,29.7644,12.095,16.2189,1.4057,256.1002,1.663,216.4762,2.8876,1.7122,1.5022,47.0239,220.5847,--,50.3662,--,598.9117,98.546,--,--,48.34,30.7916,97.9785,--,8.4096,49.6338,2496478321.07,0.006,0.0087,0.9204,0.0175,1.7611,--,--,--,888499.64,--,--,--,16706526.62,3447551.01,39324801.21,--,1697270.67,27336.83,--,--,2813351.5,2007782.31,17338052.39,300292
6,2022-09-30,0.0161,0.02,0.02,--,0.9355,0.9411,-0.1408,0.7408,-0.8253,--,0.8317,10.7075,0.8262,1.0724,0.9571,89.1377,0.7318,1.6118,1.7229,0.8317,--,4.2827,15.8428,1066.9989,--,--,316421492.25,1.65,1.66,66686685.1,-9.5533,-64.0971,-3.7974,-4.8267,7.5672,35.6803,26.6941,10.1146,--,1.1289,239.1709,1.3294,203.0991,2.3679,1.6608,1.4735,31.7289,334.396,--,48.2734,--,--,107.1536,--,--,--,30.4937,106.3701,--,--,51.7266,2600172058.76,-0.0639,-0.0727,-8.7363,-0.1405,-14.1505,--,--,--,903865.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300292
7,2022-06-30,0.0169,0.02,0.02,0.03,0.9365,0.9426,-0.1197,0.7408,-0.8242,--,0.8471,10.2215,0.8529,1.6645,1.5493,89.6279,1.197,17.5719,18.763,8.8251,--,4.1966,13.0381,653.476,--,--,193243218.55,1.77,1.78,40649934.3,-12.0562,-29.2074,-0.9002,-2.83,5.628,31.9829,29.4517,6.1117,8.367,0.7125,252.6316,0.8425,213.6499,1.514,1.613,1.4104,41.554,389.1122,--,47.0345,--,578.861,112.6097,--,--,50.4575,32.7995,111.4763,--,8.1254,52.9655,2671638425.04,-0.0849,-0.0601,-7.0944,-0.1135,-11.4615,--,--,--,918177.03,--,--,--,8489054.5,1682831.39,38598427.79,--,30319.27,520299.39,--,--,1945879.2,1790385.13,18250158.73,300292
8,2022-03-31,-0.0085,-0.01,-0.01,--,0.9115,0.9177,-0.0543,0.7408,-0.8494,--,-0.4278,8.4618,-0.4299,-1.036,-0.9786,91.3977,-1.1831,-0.8486,-0.931,-0.4278,--,4.1682,-3.2134,-853.399,--,--,81436421.81,-0.93,-0.93,8733580.11,-14.0633,-180.6094,13.8253,0.2493,2.6133,34.4392,--,--,--,0.3634,247.661,0.4297,209.4485,0.7812,1.5763,1.5763,33.0802,-33.0258,--,45.9466,--,--,117.6438,--,--,--,33.5692,116.7749,--,--,54.0534,2661823567.6,-0.0757,-0.0274,--,-0.0506,-5.1026,--,--,--,929055.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300292
0,2024-03-31,0.4887,0.49,0.49,--,29.4026,29.4026,-0.0807,20.3511,7.4852,--,1.4121,16.3487,1.438,15.143,12.9897,80.831,9.5037,48.8656,1.6619,1.4121,--,2.0615,-1.2333,125.958,--,--,247742771.92,1.66,1.68,140989420.8,38.1192,1705.741,2.2599,8.9023,5.3153,16.9323,152.0014,0.5921,--,0.1513,594.8447,0.2322,387.5969,0.1764,5.0731,3.4209,287.4323,-968.5831,--,84.9651,--,--,17.6954,--,--,--,40.8106,15.1555,--,--,15.0349,10198850259.86,-0.0157,-0.0023,-0.1652,-0.0155,-1.8113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301219
1,2023-12-31,1.2828,1.28,1.28,1.24,28.9061,28.9061,2.6764,20.3447,7.0413,--,3.8457,16.2587,3.9136,9.6031,8.4044,81.1835,6.8203,292.0586,10.1037,8.7553,--,2.9933,-2.2028,195.2003,--,--,901288322.6,4.44,4.46,365928072.6,15.4675,37.7426,0.554,3.5959,27.8985,12.9039,173.72,2.0723,3.0231,0.5738,627.3963,0.808,445.5446,0.6525,5.7747,3.9958,340.8443,-504.5951,--,86.6548,--,385.6579,15.4004,--,--,82.0678,40.4093,12.9861,--,22.4693,13.3452,9831100993.4,0.1423,0.0802,2.0863,0.6012,71.2984,--,--,--,--,--,--,--,--,243681.45,--,--,--,--,--,--,257400,93000,44259817.05,301219
2,2023-09-30,0.8164,0.74,0.74,--,28.8466,28.8483,1.6582,20.3384,6.5952,--,2.4926,16.9856,2.5139,10.1659,8.6745,80.4369,6.0589,81.6432,2.8303,2.4926,--,1.3014,-2.5039,198.1652,--,--,674547447.46,2.84,2.82,236988794.94,8.6598,-43.012,-1.814,-3.185,23.0918,11.6925,188.0223,1.436,--,0.4149,650.7592,0.5727,471.451,0.4679,6.9327,4.7331,406.3745,-273.1076,--,88.0691,--,--,13.5472,--,--,--,36.6684,11.0892,--,--,11.9309,9653311333.24,0.1231,0.0506,2.031,0.4243,51.8367,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301219
3,2023-06-30,0.2742,0.27,0.27,0.265,28.4204,28.4204,1.1543,20.332,6.0906,--,0.8493,15.6676,0.8504,7.6317,6.6641,81.6686,3.2958,161.2399,5.6734,4.9949,--,1.0859,-3.7317,240.3417,--,--,384100111.92,0.96,0.97,78114550.23,-8.7737,-85.2383,-3.4916,-5.7049,14.5219,12.3951,205.879,0.8743,1.5085,0.258,697.6744,0.3455,520.9841,0.291,7.4294,5.0416,427.2844,-127.4717,--,88.0417,--,467.4083,13.5825,--,--,81.9612,31.6967,11.0219,--,18.8361,11.9583,9513667471.11,0.1388,0.0358,4.2105,0.299,36.8506,--,--,--,--,--,--,--,285370.86,--,--,--,3272564.88,--,--,--,1346500,40378310,3955713.45,301219
4,2023-03-31,0.0352,0.04,0.04,--,37.3787,37.3787,-1.5798,26.7234,8.8551,--,0.0852,14.5343,0.0846,0.8967,0.8079,83.3766,0.7269,3.518,0.0941,0.0852,--,2.3626,-2.5756,1845.4615,--,--,159462142.63,0.09,0.09,5785761.71,-30.7122,-98.2542,-5.6704,-11.0213,6.8478,13.1429,222.0577,0.4053,--,0.1164,773.1959,0.1536,585.9375,0.1295,9.9942,6.9204,555.5405,56.5725,--,90.4841,--,--,10.5167,--,--,--,28.4424,8.2122,--,--,9.5159,9365133663.17,-0.3264,-0.0382,-44.9069,-0.4019,-51.4663,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301219
5,2022-12-31,1.2107,1.29,1.29,1.14,37.3709,37.3709,0.5356,26.7151,8.9387,--,2.8923,21.5713,3.91,8.8938,7.2632,76.5644,5.7173,254.3386,6.8058,6.076,--,2.7568,-4.3406,298.7522,--,--,1035606382.01,3.24,3.83,242514324.24,15.469,-76.006,155.2735,108.5647,23.4445,15.3554,192.3282,1.8718,3.9146,0.6839,526.3927,0.9287,387.6386,0.8143,9.5823,6.4781,584.8338,-1633.3628,--,89.2762,--,580.9111,12.0119,--,--,82.8395,25.4647,9.0319,--,15.3683,10.7238,9489855178.35,0.0253,0.0128,0.4424,0.1193,15.8686,--,--,--,--,--,--,--,665760.51,--,--,--,3111356.56,--,--,--,1127000,40642960.32,3519699.9,301219
6,2022-09-30,1.8624,2.03,2.03,--,38.1934,38.1934,-2.3343,26.7069,9.5479,--,4.2346,25.4421,5.8154,19.137,14.538,72.6407,11.5526,186.2431,4.8763,4.2346,--,1.2074,-2.0038,175.4728,--,--,929856685.32,4.88,6.13,392035994.64,25.095,-44.4472,193.7103,162.8051,16.1627,16.7051,216.676,1.2461,--,0.5034,536.3528,0.669,403.5874,0.6103,7.3686,4.8482,404.6561,-776.7896,--,86.8394,--,--,15.1551,--,--,--,23.6832,12.4137,--,--,13.1606,9970884816.98,-0.1448,-0.0531,-1.2534,-0.4033,-49.2346,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301219
7,2022-06-30,2.4144,2.76,2.76,2.72,38.2833,38.2833,-1.9991,26.6986,10.0924,--,5.4252,33.5171,7.4779,35.8219,24.6428,64.5395,20.3679,348.1056,9.0929,7.8219,--,2.2117,-1.2335,136.2054,--,--,900719068.83,6.31,8.87,539502342.74,48.3814,9.5722,222.6953,188.4331,12.3743,14.5463,205.3622,0.8765,2.6282,0.3671,490.3296,0.4807,374.4539,0.448,7.1263,5.0291,402.0209,-4918.6762,--,86.0226,--,826.0455,16.2485,--,--,81.2906,22.0678,13.216,--,10.4138,13.9774,10089244740.48,-0.1686,-0.0449,-0.828,-0.3214,-39.5113,--,--,--,--,--,--,--,383042.35,--,--,--,4243.37,2011129.68,--,--,41879394.79,799030.32,3212493.1,301219
8,2022-03-31,3.6272,4.8363,4.8363,--,71.3261,71.3261,-3.0734,48.8426,21.6586,--,4.3405,39.1371,6.0608,55.2688,34.9007,59.2879,28.8508,362.7227,5.0854,4.3405,--,2.2656,-0.5853,112.1718,--,--,619719983.55,5.09,12.86,456697598.91,81.73,54.2535,259.0074,238.2685,4.7992,18.7531,165.3804,0.5442,--,0.2101,428.3674,0.2647,340.0076,0.2574,7.9479,6.2639,484.284,17787.4949,0.0189,85.3514,1.4048,--,17.1628,17.1671,1.6193,--,17.4497,14.1917,821.4004,--,14.6486,10525139532.15,-0.2445,-0.0368,-0.8473,-0.2511,-34.3455,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301219
0,2024-03-31,-0.0128,-0.0118,-0.0118,--,2.5772,2.5531,-0.1176,1.2099,0.3652,--,-0.4182,3.1143,-0.4163,-0.8724,-0.9291,96.7654,-0.943,-1.2758,-0.495,-0.4182,--,3.2888,-6.3194,-356.3615,--,--,9996172.76,-0.46,-0.46,-3452044.46,201.9472,-481.842,-10.3149,-4.8873,6.8453,13.1477,27.9755,3.2171,--,0.4414,203.8967,0.7021,128.1869,0.5237,4.7257,3.6966,219.818,689.84,0.0422,84.4893,2.0727,--,18.3582,43.6158,2.3944,--,44.6858,18.043,616.9961,--,15.5107,723703038.07,-0.0869,-0.0386,--,-0.2486,-29.2695,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002213
